# MEAN_SAMPLE_SIZE = 112238
# TOTAL_GENES = 19235
# CONDITIONED_INTERNAL = genesize, log_genesize, genedensity, log_genedensity, samplesize, log_samplesize, inverse_mac, log_inverse_mac
SET                        NGENES       BETA   BETA_STD         SE            P FULL_NAME
Curated_gene_sets:han_...     417      0.146     0.0213     0.0495     0.001588 Curated_gene_sets:han_satb1_targets_dn
Curated_gene_sets:shed...     269     0.0687    0.00807     0.0581      0.11839 Curated_gene_sets:shedden_lung_cancer_good_survival_a12
Curated_gene_sets:coli...     334     0.0837     0.0109      0.052     0.053917 Curated_gene_sets:colina_targets_of_4ebp1_and_4ebp2
Curated_gene_sets:chen...    1156     0.0198    0.00471      0.029      0.24744 Curated_gene_sets:chen_metabolic_syndrom_network
Curated_gene_sets:mcmu...      25       0.27    0.00971       0.19     0.078024 Curated_gene_sets:mcmurray_tp53_hras_cooperation_response_up
Curated_gene_sets:mcmu...      65      0.223      0.013      0.121     0.032066 Curated_gene_sets:mcmurray_tp53_hras_cooperation_response_dn
Curated_gene_sets:mikk...      11      0.302    0.00723      0.301      0.15741 Curated_gene_sets:mikkelsen_pluripotent_state_up
Curated_gene_sets:mikk...       8      0.467    0.00951      0.325     0.075413 Curated_gene_sets:mikkelsen_pluripotent_state_dn
Curated_gene_sets:mikk...       7     0.0366   0.000698      0.402      0.46372 Curated_gene_sets:mikkelsen_dedifferentiated_state_up
Curated_gene_sets:mikk...       7      0.386    0.00736      0.378       0.1537 Curated_gene_sets:mikkelsen_dedifferentiated_state_dn
Curated_gene_sets:mikk...       9      0.173    0.00375      0.326      0.29753 Curated_gene_sets:mikkelsen_partially_reprogrammed_to_pluripotency
Curated_gene_sets:ellw...      12      0.194    0.00483      0.302       0.2608 Curated_gene_sets:ellwood_myc_targets_up
Curated_gene_sets:ellw...      40      0.224     0.0102       0.15      0.06809 Curated_gene_sets:ellwood_myc_targets_dn
Curated_gene_sets:shaf...      33      0.187    0.00773      0.171      0.13683 Curated_gene_sets:shaffer_irf4_multiple_myeloma_program
Curated_gene_sets:shaf...      98     0.0239    0.00171     0.0961      0.40159 Curated_gene_sets:shaffer_irf4_targets_in_myeloma_vs_mature_b_lymphocyte
Curated_gene_sets:shaf...      65      0.107    0.00622      0.113      0.17146 Curated_gene_sets:shaffer_irf4_targets_in_plasma_cell_vs_mature_b_lymphocyte
Curated_gene_sets:shaf...      80       0.05    0.00322       0.11      0.32543 Curated_gene_sets:shaffer_irf4_targets_in_activated_b_lymphocyte
Curated_gene_sets:shaf...      61   0.000353   1.99e-05      0.115      0.49878 Curated_gene_sets:shaffer_irf4_targets_in_activated_dendritic_cell
Curated_gene_sets:hsia...     357   -0.00671  -0.000906     0.0471       0.5567 Curated_gene_sets:hsiao_housekeeping_genes
Curated_gene_sets:meis...      30    -0.0995   -0.00393      0.168      0.72301 Curated_gene_sets:meissner_es_icp_with_h3k4me3
Curated_gene_sets:meis...      14     -0.735    -0.0198      0.214      0.99971 Curated_gene_sets:meissner_es_icp_with_h3k4me3_and_h3k27me3
Curated_gene_sets:meis...      79     0.0726    0.00464      0.118      0.26845 Curated_gene_sets:meissner_npc_hcp_with_h3k27me3
Curated_gene_sets:meis...      17     -0.244   -0.00725      0.218      0.86778 Curated_gene_sets:meissner_npc_icp_with_h3k4me3
Curated_gene_sets:meis...     142    -0.0591   -0.00506     0.0852      0.75588 Curated_gene_sets:meissner_npc_hcp_with_h3k4me3_and_h3k27me3
Curated_gene_sets:meis...     520     0.0702     0.0114     0.0431     0.051758 Curated_gene_sets:meissner_npc_hcp_with_h3_unmethylated
Curated_gene_sets:meis...      24     -0.317    -0.0112      0.181      0.96063 Curated_gene_sets:meissner_npc_icp_with_h3_unmethylated
Curated_gene_sets:meis...     264      0.181     0.0211     0.0644    0.0024716 Curated_gene_sets:meissner_brain_hcp_with_h3k27me3
Curated_gene_sets:meis...      29     -0.285    -0.0111      0.162      0.96129 Curated_gene_sets:meissner_brain_icp_with_h3k4me3
Curated_gene_sets:meis...    1058   -0.00766   -0.00175     0.0328      0.59228 Curated_gene_sets:meissner_brain_hcp_with_h3k4me3_and_h3k27me3
Curated_gene_sets:meis...      34      0.117    0.00492      0.158      0.22968 Curated_gene_sets:meissner_brain_hcp_with_h3_unmethylated
Curated_gene_sets:tava...      92     0.0105   0.000723      0.104      0.46002 Curated_gene_sets:tavazoie_metastasis
Curated_gene_sets:wend...      33     -0.288    -0.0119      0.182      0.94328 Curated_gene_sets:wendt_cohesin_targets_up
Curated_gene_sets:ferr...      22      0.018   0.000607      0.217      0.46709 Curated_gene_sets:ferrando_hox11_neighbors
Curated_gene_sets:cheo...       5      0.528    0.00852      0.329     0.054271 Curated_gene_sets:cheok_response_to_mercaptopurine_and_hd_mtx_up
Curated_gene_sets:cheo...      25      0.122    0.00439      0.195      0.26542 Curated_gene_sets:cheok_response_to_mercaptopurine_and_hd_mtx_dn
Curated_gene_sets:zhan...       6      0.449    0.00793      0.374      0.11482 Curated_gene_sets:zhan_early_differentiation_genes_up
Curated_gene_sets:zhan...      39    -0.0684   -0.00308      0.153      0.67276 Curated_gene_sets:zhan_early_differentiation_genes_dn
Curated_gene_sets:mili...      37      0.122    0.00533      0.157      0.21898 Curated_gene_sets:mili_pseudopodia
Curated_gene_sets:mili...      66     0.0256     0.0015      0.116      0.41237 Curated_gene_sets:mili_pseudopodia_chemotaxis_up
Curated_gene_sets:mili...     436     0.0497     0.0074     0.0455      0.13739 Curated_gene_sets:mili_pseudopodia_chemotaxis_dn
Curated_gene_sets:mili...     475     0.0237    0.00367     0.0456      0.30206 Curated_gene_sets:mili_pseudopodia_haptotaxis_up
Curated_gene_sets:mili...     648      0.135     0.0243      0.038   0.00019181 Curated_gene_sets:mili_pseudopodia_haptotaxis_dn
Curated_gene_sets:liu_...      81    0.00317   0.000205      0.111      0.48859 Curated_gene_sets:liu_vav3_prostate_carcinogenesis_up
Curated_gene_sets:liu_...      16     -0.123   -0.00354      0.223      0.70873 Curated_gene_sets:liu_vav3_prostate_carcinogenesis_dn
Curated_gene_sets:croo...      20     -0.266   -0.00856      0.215      0.89198 Curated_gene_sets:croonquist_il6_deprivation_up
Curated_gene_sets:croo...      98      0.151     0.0108     0.0941     0.053779 Curated_gene_sets:croonquist_il6_deprivation_dn
Curated_gene_sets:croo...      54      0.119     0.0063      0.138        0.194 Curated_gene_sets:croonquist_stromal_stimulation_up
Curated_gene_sets:croo...      12      0.529     0.0132      0.299     0.038157 Curated_gene_sets:croonquist_stromal_stimulation_dn
Curated_gene_sets:croo...      35       -0.2   -0.00852      0.159      0.89496 Curated_gene_sets:croonquist_nras_signaling_up
Curated_gene_sets:croo...      73       0.15    0.00923      0.106     0.077335 Curated_gene_sets:croonquist_nras_signaling_dn
Curated_gene_sets:croo...      38     0.0221    0.00098      0.152       0.4423 Curated_gene_sets:croonquist_nras_vs_stromal_stimulation_up
Curated_gene_sets:croo...      96     0.0728    0.00513     0.0954      0.22274 Curated_gene_sets:croonquist_nras_vs_stromal_stimulation_dn
Curated_gene_sets:irit...      12        1.1     0.0275      0.276   3.2378e-05 Curated_gene_sets:iritani_mad1_targets_up
Curated_gene_sets:irit...      43    -0.0361   -0.00171      0.148       0.5967 Curated_gene_sets:iritani_mad1_targets_dn
Curated_gene_sets:zhan...      29      0.117    0.00456      0.172      0.24757 Curated_gene_sets:zhan_late_differentiation_genes_up
Curated_gene_sets:zhan...      16     0.0438    0.00126       0.24      0.42753 Curated_gene_sets:zhan_late_differentiation_genes_dn
Curated_gene_sets:zhan...      16     0.0676    0.00195      0.225      0.38192 Curated_gene_sets:zhan_variable_early_differentiation_genes_up
Curated_gene_sets:zhan...      29    -0.0222   -0.00086      0.168      0.55261 Curated_gene_sets:zhan_variable_early_differentiation_genes_dn
Curated_gene_sets:zhan...      32   -0.00201  -8.21e-05       0.17      0.50472 Curated_gene_sets:zhan_v1_late_differentiation_genes_up
Curated_gene_sets:zhan...      15      0.369     0.0103      0.238      0.06019 Curated_gene_sets:zhan_v1_late_differentiation_genes_dn
Curated_gene_sets:ishi...      51   -0.00508  -0.000261      0.125      0.51624 Curated_gene_sets:ishida_e2f_targets
Curated_gene_sets:rome...     422    -0.0274   -0.00401     0.0455      0.72629 Curated_gene_sets:rome_insulin_targets_in_muscle_up
Curated_gene_sets:rome...     173     0.0334    0.00315      0.072       0.3214 Curated_gene_sets:rome_insulin_targets_in_muscle_dn
Curated_gene_sets:valk...      26    -0.0609   -0.00224      0.201      0.61886 Curated_gene_sets:valk_aml_cluster_1
Curated_gene_sets:valk...      27      0.267    0.00999      0.187     0.076681 Curated_gene_sets:valk_aml_cluster_2
Curated_gene_sets:valk...      29      0.316     0.0122      0.182     0.041176 Curated_gene_sets:valk_aml_cluster_3
Curated_gene_sets:valk...      27      0.341     0.0127      0.186     0.033426 Curated_gene_sets:valk_aml_cluster_4
Curated_gene_sets:valk...      31      0.105     0.0042      0.168      0.26703 Curated_gene_sets:valk_aml_cluster_5
Curated_gene_sets:valk...      29     -0.316    -0.0123      0.191      0.95096 Curated_gene_sets:valk_aml_cluster_6
Curated_gene_sets:valk...      25      0.266    0.00958      0.198     0.090075 Curated_gene_sets:valk_aml_cluster_7
Curated_gene_sets:valk...      24      0.457     0.0161      0.217     0.017783 Curated_gene_sets:valk_aml_cluster_8
Curated_gene_sets:valk...      33    -0.0111  -0.000457      0.166      0.52653 Curated_gene_sets:valk_aml_cluster_9
Curated_gene_sets:valk...      29      0.121    0.00469      0.179      0.24994 Curated_gene_sets:valk_aml_cluster_10
Curated_gene_sets:valk...      36    -0.0805   -0.00348      0.153      0.70064 Curated_gene_sets:valk_aml_cluster_11
Curated_gene_sets:valk...      25      0.166    0.00598       0.19      0.19119 Curated_gene_sets:valk_aml_cluster_12
Curated_gene_sets:valk...      30       0.15    0.00591      0.177      0.19851 Curated_gene_sets:valk_aml_cluster_13
Curated_gene_sets:valk...      29    6.9e-05   2.68e-06      0.174      0.49984 Curated_gene_sets:valk_aml_cluster_15
Curated_gene_sets:valk...      24    0.00519   0.000183      0.203      0.48978 Curated_gene_sets:valk_aml_cluster_16
Curated_gene_sets:valk...       4      0.477    0.00687      0.533      0.18547 Curated_gene_sets:valk_aml_with_t_8_21_translocation
Curated_gene_sets:valk...      18   0.000397   1.21e-05      0.242      0.49935 Curated_gene_sets:valk_aml_with_11q23_rearranged
Curated_gene_sets:valk...      23      0.157    0.00543      0.211      0.22832 Curated_gene_sets:valk_aml_with_evi1
Curated_gene_sets:valk...      33    -0.0271   -0.00112      0.163      0.56579 Curated_gene_sets:valk_aml_with_cebpa
Curated_gene_sets:valk...      36    -0.0427   -0.00184      0.165      0.60191 Curated_gene_sets:valk_aml_with_flt3_itd
Curated_gene_sets:jiso...     167      0.011    0.00102     0.0741      0.44083 Curated_gene_sets:jison_sickle_cell_disease_up
Curated_gene_sets:jiso...     166    -0.0904   -0.00836      0.073      0.89208 Curated_gene_sets:jison_sickle_cell_disease_dn
Curated_gene_sets:pool...     263      0.039    0.00453     0.0596      0.25639 Curated_gene_sets:poola_invasive_breast_cancer_up
Curated_gene_sets:pool...     130      0.121    0.00988     0.0817     0.069824 Curated_gene_sets:poola_invasive_breast_cancer_dn
Curated_gene_sets:ding...       6     0.0687    0.00121      0.365      0.42537 Curated_gene_sets:ding_lung_cancer_mutated_recurrently
Curated_gene_sets:ding...      19       0.12    0.00379      0.239      0.30694 Curated_gene_sets:ding_lung_cancer_by_mutation_rate
Curated_gene_sets:tcga...       8      0.712     0.0145      0.345     0.019508 Curated_gene_sets:tcga_glioblastoma_mutated
Curated_gene_sets:chen...      93     -0.313    -0.0217      0.111      0.99769 Curated_gene_sets:chen_liver_metabolism_qtl_cis
Curated_gene_sets:boya...     111     0.0108   0.000816     0.0907      0.45274 Curated_gene_sets:boyault_liver_cancer_subclass_g1_up
Curated_gene_sets:boya...      39      0.345     0.0155       0.15     0.010842 Curated_gene_sets:boyault_liver_cancer_subclass_g1_dn
Curated_gene_sets:boya...      26    -0.0405   -0.00149      0.182      0.58811 Curated_gene_sets:boyault_liver_cancer_subclass_g2
Curated_gene_sets:boya...     180  -0.000304  -2.93e-05      0.068      0.50179 Curated_gene_sets:boyault_liver_cancer_subclass_g3_up
Curated_gene_sets:boya...      49    -0.0072  -0.000363       0.13      0.52216 Curated_gene_sets:boyault_liver_cancer_subclass_g3_dn
Curated_gene_sets:boya...      25      0.115    0.00415      0.193      0.27575 Curated_gene_sets:boyault_liver_cancer_subclass_g5_dn
Curated_gene_sets:boya...      63      0.132    0.00752      0.118      0.13175 Curated_gene_sets:boyault_liver_cancer_subclass_g6_up
Curated_gene_sets:boya...      18     -0.183   -0.00559      0.237      0.77939 Curated_gene_sets:boyault_liver_cancer_subclass_g6_dn
Curated_gene_sets:boya...      38    -0.0178   -0.00079      0.158      0.54481 Curated_gene_sets:boyault_liver_cancer_subclass_g12_up
Curated_gene_sets:boya...      15     -0.426    -0.0119      0.244      0.95944 Curated_gene_sets:boyault_liver_cancer_subclass_g12_dn
Curated_gene_sets:boya...      49    -0.0281   -0.00142      0.125       0.5888 Curated_gene_sets:boyault_liver_cancer_subclass_g23_up
Curated_gene_sets:boya...      10      0.166    0.00378      0.385      0.33335 Curated_gene_sets:boyault_liver_cancer_subclass_g23_dn
Curated_gene_sets:boya...      12     -0.388   -0.00968      0.298      0.90357 Curated_gene_sets:boyault_liver_cancer_subclass_g56_up
Curated_gene_sets:boya...      16      0.298    0.00859      0.275      0.13906 Curated_gene_sets:boyault_liver_cancer_subclass_g56_dn
Curated_gene_sets:boya...      43       -0.4    -0.0189      0.144      0.99733 Curated_gene_sets:boyault_liver_cancer_subclass_g123_up
Curated_gene_sets:boya...      47    -0.0883   -0.00436      0.139      0.73735 Curated_gene_sets:boyault_liver_cancer_subclass_g123_dn
Curated_gene_sets:chia...     164   -0.00842  -0.000774     0.0743      0.54511 Curated_gene_sets:chiang_liver_cancer_subclass_ctnnb1_up
Curated_gene_sets:chia...     159     0.0119    0.00108     0.0807      0.44121 Curated_gene_sets:chiang_liver_cancer_subclass_ctnnb1_dn
Curated_gene_sets:chia...     166     0.0429    0.00396     0.0752      0.28441 Curated_gene_sets:chiang_liver_cancer_subclass_proliferation_up
Curated_gene_sets:chia...     167      0.041     0.0038     0.0724      0.28551 Curated_gene_sets:chiang_liver_cancer_subclass_proliferation_dn
Curated_gene_sets:chia...      24      0.458     0.0162      0.215      0.01673 Curated_gene_sets:chiang_liver_cancer_subclass_interferon_up
Curated_gene_sets:chia...      48      0.181    0.00902      0.141     0.099469 Curated_gene_sets:chiang_liver_cancer_subclass_interferon_dn
Curated_gene_sets:chia...      70     0.0371    0.00224      0.114      0.37252 Curated_gene_sets:chiang_liver_cancer_subclass_polysomy7_up
Curated_gene_sets:chia...      24     0.0473    0.00167      0.216      0.41342 Curated_gene_sets:chiang_liver_cancer_subclass_polysomy7_dn
Curated_gene_sets:chia...      85      0.088    0.00584      0.111      0.21328 Curated_gene_sets:chiang_liver_cancer_subclass_unannotated_up
Curated_gene_sets:chia...     174      -0.02    -0.0019     0.0722      0.60923 Curated_gene_sets:chiang_liver_cancer_subclass_unannotated_dn
Curated_gene_sets:coul...     103     0.0634    0.00462      0.102      0.26759 Curated_gene_sets:coulouarn_temporal_tgfb1_signature_up
Curated_gene_sets:coul...     134      0.104    0.00864     0.0818      0.10226 Curated_gene_sets:coulouarn_temporal_tgfb1_signature_dn
Curated_gene_sets:hosh...      56     0.0646    0.00348      0.129      0.30819 Curated_gene_sets:hoshida_liver_cancer_late_recurrence_up
Curated_gene_sets:hosh...      65      0.133    0.00773      0.118      0.12899 Curated_gene_sets:hoshida_liver_cancer_late_recurrence_dn
Curated_gene_sets:hosh...      70       0.22     0.0133      0.121      0.03429 Curated_gene_sets:hoshida_liver_cancer_survival_up
Curated_gene_sets:hosh...     105      0.145     0.0107     0.0902     0.053728 Curated_gene_sets:hoshida_liver_cancer_survival_dn
Curated_gene_sets:kapo...      18      0.475     0.0145      0.206     0.010467 Curated_gene_sets:kaposi_liver_cancer_met_up
Curated_gene_sets:kapo...       6       0.85      0.015      0.461      0.03272 Curated_gene_sets:kaposi_liver_cancer_met_dn
Curated_gene_sets:yama...      50     0.0763    0.00389      0.132      0.28188 Curated_gene_sets:yamashita_liver_cancer_with_epcam_up
Curated_gene_sets:yama...      15     -0.226    -0.0063      0.252      0.81477 Curated_gene_sets:yamashita_liver_cancer_with_epcam_dn
Curated_gene_sets:yama...      45      0.224     0.0108      0.146     0.062596 Curated_gene_sets:yamashita_liver_cancer_stem_cell_up
