# ALPHA = 0.05
# TOT_SETS = 10651


# _SET1_ SET = Curated_gene_sets:kegg_pathways_in_cancer
# _SET1_ NGENES = 318
# _SET1_ P = 3.83538e-06
_SET1_     GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET8_     ENSG00000146587     7    5080452    5114119    206      42  107503      0.28855      0.38646
_SET8_     ENSG00000182095     7    5341421    5470045    761     130  105507     -0.21558      0.58534
_SET8_     ENSG00000086232     7    6056881    6103861    265      38  120835     -0.10179      0.54054
_SET8_     ENSG00000164631     7    6723064    6751554    127      35  113723       1.4177     0.078133
_SET8_     ENSG00000106443     7   11008499   11214250    878      66  112423     -0.96733      0.83331
_SET8_     ENSG00000106546     7   17333246   17390776    144      61  108172       1.6929     0.045232
_SET8_     ENSG00000048052     7   18121572   19047039   4147     254  113000      0.62255      0.26679
_SET8_     ENSG00000122691     7   19055614   19162295    551      68  107500      0.89471      0.18547
_SET8_     ENSG00000146618     7   19179405   19190044     48      19   94683      -0.2993      0.61764
_SET8_     ENSG00000156928     7   23333358   23356348    105      30  111399       2.2117     0.013494
_SET8_     ENSG00000136231     7   23344828   23515086    690     113  112390       5.3837   3.6477e-08
_SET8_     ENSG00000050344     7   26186860   26231745    177      39  119432      -1.5903      0.94412
_SET8_     ENSG00000122566     7   26224547   26246149    108      36  106577     -0.98363      0.83735
_SET8_     ENSG00000122565     7   26235782   26257976    105      36  106209     -0.80912      0.79078
_SET8_     ENSG00000105996     7   27134721   27147430     34      11  137250       1.1635      0.12231
_SET8_     ENSG00000122592     7   27188335   27202555     63      20  114959      0.42141      0.33673
_SET8_     ENSG00000106052     7   27773950   27889183    411      63  125453      0.76597      0.22185
_SET8_     ENSG00000153814     7   27865192   28225362   1612     161  123908       1.6163     0.053018
_SET8_     ENSG00000106113     7   30687200   30744745    241      75  113916     -0.40736      0.65813
_SET8_     ENSG00000164532     7   35237042   35298758    244      25  116095       6.2014   2.7974e-10
_SET8_     ENSG00000106483     7   37940543   38070297    740     100  121488      0.71654      0.23683
_SET8_     ENSG00000106571     7   41995548   42282469   1411     164  114030       1.5151     0.064871
_SET8_     ENSG00000106624     7   44138960   44159161     94      33  109224       2.0768     0.018908
_SET8_     ENSG00000105968     7   44861390   44892682    132      34  114536      0.99597      0.15963
_SET8_     ENSG00000146676     7   44910896   44929960     78      31  103164     -0.14901      0.55923
_SET8_     ENSG00000122679     7   45192390   45230901    300      22  130874       2.5616    0.0052094
_SET8_     ENSG00000136273     7   47730328   48024178   1640     130  125162     -0.51781      0.69771
_SET8_     ENSG00000185811     7   50338720   50477799    444     103  118691       1.7657     0.038722
_SET8_     ENSG00000132434     7   55428141   55506435    386      38  114757      0.14136      0.44379
_SET8_     ENSG00000185290     7   56177374   56189093     45      14  128149       1.3237     0.092808
_SET8_     ENSG00000009950     7   73002524   73043873    179      39  118636       5.9866   1.0716e-09
_SET8_     ENSG00000188372     7   76021835   76076388    322      43  111400      0.11113      0.45575
_SET8_     ENSG00000135218     7   79993891   80313593   1380     112  117211       1.0457      0.14784
_SET8_     ENSG00000198822     7   86268230   86499200    797      88  111355      0.74356      0.22857
_SET8_     ENSG00000157240     7   90888783   90903123     36      22  104438     -0.47965      0.68426
_SET8_     ENSG00000146834     7  100021413  100036741     51      18   99752     0.026273      0.48952
_SET8_     ENSG00000166925     7  100055982  100081902     71      23  102938      0.63595       0.2624
_SET8_     ENSG00000130427     7  100313423  100326323     51      25  105398     -0.27126       0.6069
_SET8_     ENSG00000087087     7  100467733  100491285    111      33  108585     -0.32259       0.6265
_SET8_     ENSG00000257923     7  101453959  101932249   1922     145  117849      0.75038      0.22651
_SET8_     ENSG00000105821     7  102947921  102990320    130      46  107803     -0.66556      0.74715
_SET8_     ENSG00000128573     7  113721382  114338827   2055     149  109382      0.63186      0.26374
_SET8_     ENSG00000135272     7  114557209  114664256    417      99  105821       1.6254      0.05204
_SET8_     ENSG00000105967     7  115570202  115804950    850      62  120853      0.12181      0.45153
_SET8_     ENSG00000105974     7  116159839  116206233    202      45  121382      0.47233      0.31835
_SET8_     ENSG00000128610     7  121936448  121955745     72      33  111338      0.81089      0.20871
_SET8_     ENSG00000128513     7  124457440  124575037    579      31  114971     -0.55204      0.70954
_SET8_     ENSG00000179603     7  126073652  126898348   3578     148  115736     -0.45995      0.67722
_SET8_     ENSG00000106331     7  127245346  127260982     70      22  111218       2.9273    0.0017098
_SET8_     ENSG00000174697     7  127876337  127902681    138      42  110486      0.93077      0.17599
_SET8_     ENSG00000128602     7  128823713  128858386    147      42  114229       2.1875     0.014353
_SET8_     ENSG00000106554     7  132464629  132771848   1037      66  113446     -0.64443      0.74035
_SET8_     ENSG00000122779     7  138140079  138279738    481      67  103700       1.9388     0.026262
_SET8_     ENSG00000064393     7  139241316  139482577    869     109  109252      0.38723      0.34929
_SET8_     ENSG00000106462     7  148499475  148586413    350      59  105490       1.7544     0.039683
_SET8_     ENSG00000204947     7  148794876  148828438    144      26  116941      0.47141      0.31867
_SET8_     ENSG00000170265     7  148887577  148928339    191      46  116378       2.1814     0.014578
_SET8_     ENSG00000181220     7  149164885  149199908    134      37  108479      -1.4624      0.92818
_SET8_     ENSG00000164885     7  150745899  150760617     47      25  110028     -0.27701      0.60911
_SET8_     ENSG00000164690     7  155587680  155609967     81      43  106806     -0.64624      0.74094
_SET8_     ENSG00000105993     7  157123075  157215133    569      65  109501      0.61494       0.2693
_SET8_     ENSG00000173273     8    9408424    9644856   1232      46  121397      0.92228      0.17819
_SET8_     ENSG00000171056     8   10576278   10702357    839      44  125624      0.68865      0.24552
_SET8_     ENSG00000258724     8   10577909   10702357    827      49  125684      0.69023      0.24502
_SET8_     ENSG00000254093     8   10617473   10702394    599      39  127719      0.77831      0.21819
_SET8_     ENSG00000198791     8   17081737   17109387    106      32  116430     -0.75946      0.77621
_SET8_     ENSG00000168453     8   21966928   21995897    137      39  111452      -1.4631      0.92829
_SET8_     ENSG00000120896     8   22397499   22438301    162      70  100968       1.3975     0.081129
_SET8_     ENSG00000158941     8   22457145   22484027    147      28  114466      0.12653      0.44966
_SET8_     ENSG00000134013     8   23149702   23287841   1039      82  120944       2.1767     0.014752
_SET8_     ENSG00000167034     8   23531206   23545440     62      20  115389      0.58796      0.27828
_SET8_     ENSG00000120885     8   27449434   27477548    126      40  113441     -0.72208      0.76488
_SET8_     ENSG00000147421     8   28742911   28927281    561      56  103335      0.56544      0.28589
_SET8_     ENSG00000157168     8   31491902   32627548   5574     235  120614      0.07422      0.47042
_SET8_     ENSG00000133878     8   33443856   33462624     60      18  109510     -0.30688      0.62053
_SET8_     ENSG00000183779     8   37548269   37562537     33      22   88333     0.081974      0.46733
_SET8_     ENSG00000187840     8   37882859   37922883    135      46   93969      -0.9917      0.83933
_SET8_     ENSG00000077782     8   38263656   38331352    214      75  110314       1.4693     0.070869
_SET8_     ENSG00000104332     8   41114481   41172016    254      57  110353       2.3794    0.0086709
_SET8_     ENSG00000083168     8   41781997   41914508    391      65  106811       0.2828      0.38866
_SET8_     ENSG00000019549     8   49825249   49839299     28      20  101205   -0.0057368      0.50229
_SET8_     ENSG00000147488     8   53018399   53378519   1556     150  107675       1.8816     0.029946
_SET8_     ENSG00000164736     8   55365495   55378448     34      12  123533      0.60549      0.27243
_SET8_     ENSG00000147596     8   70958886   70988928    123      36  118145     -0.49576      0.68997
_SET8_     ENSG00000140396     8   71016997   71321040    899      77  113267      -1.4992      0.93309
_SET8_     ENSG00000178860     8   72748784   72761703     69      25  118141      0.70428      0.24063
_SET8_     ENSG00000147601     8   73916099   73965357    171      35  118283     -0.53286      0.70294
_SET8_     ENSG00000164751     8   77887494   77918280    115      33  114347     -0.36418      0.64214
_SET8_     ENSG00000171033     8   79423374   79522502    304      33  119352     -0.79433       0.7865
_SET8_     ENSG00000164683     8   80671245   80685098     50      26  107550     -0.62387      0.73365
_SET8_     ENSG00000170323     8   82385654   82400498     74      18  113441        1.168      0.12141
_SET8_     ENSG00000123124     8   87349967   87495649    598      47  118331       0.9401      0.17358
_SET8_     ENSG00000104320     8   90940564   91020456    334      37  116809       1.2537      0.10497
_SET8_     ENSG00000253250     8   91965865   92002485    120      26  106812     -0.78782       0.7846
_SET8_     ENSG00000079102     8   92962203   93120514    415      47  106692      0.65617      0.25586
_SET8_     ENSG00000156469     8   97246626   97278838    114      38  100010     -0.56813      0.71503
_SET8_     ENSG00000147649     8   98651407   98745998    419      64  105573      0.03076      0.48773
_SET8_     ENSG00000132541     8   99109572   99134469    128      31  122871      0.34977      0.36325
_SET8_     ENSG00000164920     8   99951631   99969332     44      29   97628     -0.36053      0.64077
_SET8_     ENSG00000070756     8  101693044  101740037    180      45  106272     -0.67139      0.74901
_SET8_     ENSG00000120963     8  102185106  102223421    128      37  111803      -1.3633      0.91361
_SET8_     ENSG00000104517     8  103260240  103430069    699      67  119765     -0.70793      0.76051
_SET8_     ENSG00000155090     8  103656007  103673130     76      27  120472      -1.0694      0.85756
_SET8_     ENSG00000164930     8  104305661  104350094    171      27  124588     -0.44266        0.671
_SET8_     ENSG00000169946     8  106325920  106821760   1817     194  115514       3.5958   0.00016168
_SET8_     ENSG00000104408     8  109208445  109452562   1148      60  120194     -0.41095      0.65945
_SET8_     ENSG00000104447     8  116415724  116826899   1333      94  110738       2.1052     0.017637
